tool,case,targetClass,budgetSec,run,seed,measurementScope,generatedTestFiles,testsExecuted,testFailures,testSkipped,lineCoveragePct,branchCoveragePct,instructionCoveragePct,mutationScorePct,mutationsTotal,mutationsKilled,mutationsSurvived,mutationsTimedOut,mutationsNoCoverage,generationElapsedSec,analysisElapsedSec,status,error,generationBudgetKind,generationStopReason,generationTargetTests,sourceDir,preparedDir,buildDir
QwenLLM,LruCache,com.viktor.lab4.LruCache,1800,1,101,class-family,10,10,0,0,92.31,75.0,91.94,88.89,9,8,1,0,0,793.4026442000031,9.011,OK,,safety_ceiling,accepted_test_quota,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\LruCache\1800\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\LruCache\1800\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\LruCache\1800\run1-seed101\class-family-v1
QwenLLM,LruCache,com.viktor.lab4.LruCache,1800,2,202,class-family,10,10,0,0,100.0,100.0,100.0,100.0,9,9,0,0,0,1284.0786980999983,8.908,OK,,safety_ceiling,accepted_test_quota,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\LruCache\1800\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\LruCache\1800\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\LruCache\1800\run2-seed202\class-family-v1
QwenLLM,LruCache,com.viktor.lab4.LruCache,1800,3,303,class-family,8,8,0,0,100.0,100.0,100.0,88.89,9,8,1,0,0,1800.006055100006,8.91,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\LruCache\1800\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\LruCache\1800\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\LruCache\1800\run3-seed303\class-family-v1
QwenLLM,LruCache,com.viktor.lab4.LruCache,1800,4,404,class-family,10,10,0,0,100.0,100.0,100.0,100.0,9,9,0,0,0,1072.5711405000184,9.348,OK,,safety_ceiling,accepted_test_quota,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\LruCache\1800\run4-seed404,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\LruCache\1800\run4-seed404,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\LruCache\1800\run4-seed404\class-family-v1
QwenLLM,LruCache,com.viktor.lab4.LruCache,1800,5,505,class-family,10,10,0,0,100.0,100.0,100.0,100.0,9,9,0,0,0,779.3853021999821,9.426,OK,,safety_ceiling,accepted_test_quota,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\LruCache\1800\run5-seed505,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\LruCache\1800\run5-seed505,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\LruCache\1800\run5-seed505\class-family-v1
QwenLLM,LruCache,com.viktor.lab4.LruCache,1800,6,606,class-family,10,10,0,0,100.0,100.0,100.0,100.0,9,9,0,0,0,1401.9045578000078,9.386,OK,,safety_ceiling,accepted_test_quota,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\LruCache\1800\run6-seed606,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\LruCache\1800\run6-seed606,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\LruCache\1800\run6-seed606\class-family-v1
QwenLLM,LruCache,com.viktor.lab4.LruCache,1800,7,707,class-family,10,10,0,0,100.0,100.0,100.0,100.0,9,9,0,0,0,488.42782760001137,9.342,OK,,safety_ceiling,accepted_test_quota,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\LruCache\1800\run7-seed707,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\LruCache\1800\run7-seed707,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\LruCache\1800\run7-seed707\class-family-v1
QwenLLM,LruCache,com.viktor.lab4.LruCache,1800,8,808,class-family,10,10,0,0,100.0,100.0,100.0,100.0,9,9,0,0,0,1397.5859814000141,9.619,OK,,safety_ceiling,accepted_test_quota,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\LruCache\1800\run8-seed808,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\LruCache\1800\run8-seed808,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\LruCache\1800\run8-seed808\class-family-v1
QwenLLM,LruCache,com.viktor.lab4.LruCache,1800,9,909,class-family,10,10,0,0,100.0,100.0,100.0,100.0,9,9,0,0,0,648.1657903000014,9.465,OK,,safety_ceiling,accepted_test_quota,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\LruCache\1800\run9-seed909,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\LruCache\1800\run9-seed909,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\LruCache\1800\run9-seed909\class-family-v1
QwenLLM,LruCache,com.viktor.lab4.LruCache,1800,10,10010,class-family,10,10,0,0,100.0,100.0,100.0,88.89,9,8,1,0,0,1382.9095071000047,9.735,OK,,safety_ceiling,accepted_test_quota,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\LruCache\1800\run10-seed10010,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\LruCache\1800\run10-seed10010,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\LruCache\1800\run10-seed10010\class-family-v1
QwenLLM,PricingEngine,com.viktor.lab4.PricingEngine,1800,1,101,class-family,5,5,0,0,75.0,50.0,77.87,61.7,47,29,7,0,11,1800.032298799997,8.696,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\PricingEngine\1800\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\PricingEngine\1800\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\PricingEngine\1800\run1-seed101\class-family-v1
QwenLLM,PricingEngine,com.viktor.lab4.PricingEngine,1800,2,202,class-family,5,5,0,0,68.75,42.86,72.77,57.45,47,27,6,0,14,1800.0025147999986,8.884,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\PricingEngine\1800\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\PricingEngine\1800\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\PricingEngine\1800\run2-seed202\class-family-v1
QwenLLM,PricingEngine,com.viktor.lab4.PricingEngine,1800,3,303,class-family,7,7,0,0,70.83,47.62,74.47,59.57,47,28,6,0,13,1800.0222661000153,8.944,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\PricingEngine\1800\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\PricingEngine\1800\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\PricingEngine\1800\run3-seed303\class-family-v1
QwenLLM,PricingEngine,com.viktor.lab4.PricingEngine,1800,4,404,class-family,3,3,0,0,6.25,2.38,4.26,2.13,47,1,0,0,46,1800.0045395999914,9.037,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\PricingEngine\1800\run4-seed404,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\PricingEngine\1800\run4-seed404,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\PricingEngine\1800\run4-seed404\class-family-v1
QwenLLM,PricingEngine,com.viktor.lab4.PricingEngine,1800,5,505,class-family,1,1,0,0,64.58,35.71,68.09,57.45,47,27,7,0,13,1800.0055850000062,9.297,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\PricingEngine\1800\run5-seed505,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\PricingEngine\1800\run5-seed505,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\PricingEngine\1800\run5-seed505\class-family-v1
QwenLLM,PricingEngine,com.viktor.lab4.PricingEngine,1800,6,606,class-family,5,5,0,0,72.92,45.24,76.17,55.32,47,26,9,0,12,1800.04513340001,9.294,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\PricingEngine\1800\run6-seed606,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\PricingEngine\1800\run6-seed606,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\PricingEngine\1800\run6-seed606\class-family-v1
QwenLLM,PricingEngine,com.viktor.lab4.PricingEngine,1800,7,707,class-family,8,8,0,0,72.92,50.0,75.74,65.96,47,31,5,0,11,1800.0080460000027,9.424,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\PricingEngine\1800\run7-seed707,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\PricingEngine\1800\run7-seed707,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\PricingEngine\1800\run7-seed707\class-family-v1
QwenLLM,PricingEngine,com.viktor.lab4.PricingEngine,1800,8,808,class-family,3,3,0,0,72.92,47.62,75.32,61.7,47,29,8,0,10,1800.012281000003,9.4,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\PricingEngine\1800\run8-seed808,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\PricingEngine\1800\run8-seed808,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\PricingEngine\1800\run8-seed808\class-family-v1
QwenLLM,PricingEngine,com.viktor.lab4.PricingEngine,1800,9,909,class-family,6,6,0,0,68.75,42.86,71.91,57.45,47,27,8,0,12,1800.0049618000048,9.384,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\PricingEngine\1800\run9-seed909,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\PricingEngine\1800\run9-seed909,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\PricingEngine\1800\run9-seed909\class-family-v1
QwenLLM,PricingEngine,com.viktor.lab4.PricingEngine,1800,10,10010,class-family,6,6,0,0,72.92,50.0,76.17,65.96,47,31,4,0,12,1800.0424433000153,9.279,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\PricingEngine\1800\run10-seed10010,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\PricingEngine\1800\run10-seed10010,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\PricingEngine\1800\run10-seed10010\class-family-v1
QwenLLM,SimpleJsonParser,com.viktor.lab4.SimpleJsonParser,1800,1,101,class-family,4,4,0,0,53.06,45.21,52.29,61.9,63,39,4,0,20,1800.0198664000054,9.031,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\SimpleJsonParser\1800\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\SimpleJsonParser\1800\run1-seed101,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\SimpleJsonParser\1800\run1-seed101\class-family-v1
QwenLLM,SimpleJsonParser,com.viktor.lab4.SimpleJsonParser,1800,2,202,class-family,4,4,0,0,34.69,26.03,32.53,36.51,63,23,2,0,38,1800.0128966000048,8.907,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\SimpleJsonParser\1800\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\SimpleJsonParser\1800\run2-seed202,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\SimpleJsonParser\1800\run2-seed202\class-family-v1
QwenLLM,SimpleJsonParser,com.viktor.lab4.SimpleJsonParser,1800,3,303,class-family,6,6,0,0,53.06,45.21,52.29,63.49,63,40,3,0,20,1800.0449408999993,9.382,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\SimpleJsonParser\1800\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\SimpleJsonParser\1800\run3-seed303,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\SimpleJsonParser\1800\run3-seed303\class-family-v1
QwenLLM,SimpleJsonParser,com.viktor.lab4.SimpleJsonParser,1800,4,404,class-family,0,0,0,0,,,,,,,,,,1800.0454902999918,0,EMPTY,No candidate passed validation within budget,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\SimpleJsonParser\1800\run4-seed404,,
QwenLLM,SimpleJsonParser,com.viktor.lab4.SimpleJsonParser,1800,5,505,class-family,8,8,0,0,55.1,46.58,55.18,63.49,63,40,4,0,19,1800.0074885999784,9.657,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\SimpleJsonParser\1800\run5-seed505,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\SimpleJsonParser\1800\run5-seed505,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\SimpleJsonParser\1800\run5-seed505\class-family-v1
QwenLLM,SimpleJsonParser,com.viktor.lab4.SimpleJsonParser,1800,6,606,class-family,10,10,0,0,53.06,46.58,52.29,61.9,63,39,4,0,20,1698.8139392000157,9.642,OK,,safety_ceiling,accepted_test_quota,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\SimpleJsonParser\1800\run6-seed606,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\SimpleJsonParser\1800\run6-seed606,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\SimpleJsonParser\1800\run6-seed606\class-family-v1
QwenLLM,SimpleJsonParser,com.viktor.lab4.SimpleJsonParser,1800,7,707,class-family,10,10,0,0,58.16,49.32,57.59,66.67,63,42,3,0,18,1459.0200255999807,11.048,OK,,safety_ceiling,accepted_test_quota,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\SimpleJsonParser\1800\run7-seed707,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\SimpleJsonParser\1800\run7-seed707,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\SimpleJsonParser\1800\run7-seed707\class-family-v1
QwenLLM,SimpleJsonParser,com.viktor.lab4.SimpleJsonParser,1800,8,808,class-family,4,4,0,0,43.88,31.51,41.2,47.62,63,30,4,0,29,1800.0126744000008,9.506,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\SimpleJsonParser\1800\run8-seed808,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\SimpleJsonParser\1800\run8-seed808,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\SimpleJsonParser\1800\run8-seed808\class-family-v1
QwenLLM,SimpleJsonParser,com.viktor.lab4.SimpleJsonParser,1800,9,909,class-family,3,3,0,0,37.76,32.88,36.14,41.27,63,26,4,0,33,1800.0128551999805,9.543,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\SimpleJsonParser\1800\run9-seed909,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\SimpleJsonParser\1800\run9-seed909,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\SimpleJsonParser\1800\run9-seed909\class-family-v1
QwenLLM,SimpleJsonParser,com.viktor.lab4.SimpleJsonParser,1800,10,10010,class-family,2,2,0,0,34.69,26.03,32.53,36.51,63,23,2,0,38,1800.0065082999936,9.752,OK,,safety_ceiling,time_limit,10,C:\Users\user\Documents\Polytech\Testing\Lab4up\src\generatedTest\qwen-v4-20260908-020700-5fa27f\QwenLLM\SimpleJsonParser\1800\run10-seed10010,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\work\QwenLLM\SimpleJsonParser\1800\run10-seed10010,C:\Users\user\Documents\Polytech\Testing\Lab4up\build\analysis\37707d96dced\QwenLLM\SimpleJsonParser\1800\run10-seed10010\class-family-v1
